qid	uuid	is_answear
2626	161	0.0
1994	767	0.0
4363	4572	1.0
779	1399	0.0
340	2627	0.0
1358	19691	0.0
341	4884	0.0
796	6329	0.0
2967	9893	0.0
2869	16144	0.0
3127	6612	0.0
1552	2538	0.0
4866	3343	0.0
5512	19133	0.0
66	12302	0.0
2956	192	0.0
4603	14986	1.0
841	1167	0.0
1086	7736	0.0
919	12769	0.0
198	1377	0.0
87	3411	0.0
655	6725	0.0
3950	718	0.0
392	2005	0.0
152	15944	0.0
246	5675	0.0
2108	1796	0.0
1937	836	0.0
68	6432	0.0
729	2411	0.0
1110	5390	0.0
190	2691	0.0
3042	3595	0.0
273	10774	0.5
567	523	0.0
196	18011	0.0
1787	8016	0.0
819	2372	0.0
165	11010	0.0
2731	10590	0.0
2526	6117	0.0
578	12313	0.0
524	17984	0.0
457	17930	0.0
329	4257	0.0
3867	1850	0.0
687	245	0.0
1614	9154	0.0
333	439	0.0
1702	1002	1.0
869	1051	0.0
1735	9330	0.0
392	4889	0.0
1090	11329	0.0
545	9660	1.0
70	1495	0.0
83	9821	0.0
4932	10592	1.0
375	7692	0.0
3510	3685	1.0
3638	24014	1.0
214	1881	1.0
652	22298	0.0
3211	2677	0.0
2633	1367	0.0
2644	4869	0.0
791	13512	0.0
2932	5055	0.0
1649	15403	0.0
2762	11520	1.0
1055	12317	0.0
6384	7461	1.0
1653	1852	0.0
3817	7408	0.0
123	80	0.0
4207	8791	0.0
63	8168	0.0
2285	1542	0.0
5760	5615	0.0
2931	3876	0.0
701	127	0.0
2977	13598	1.0
152	16943	0.0
6110	9975	0.0
1499	1190	0.0
3305	3442	1.0
5575	2412	0.0
516	3235	0.0
4827	14508	0.0
2425	24089	0.0
701	7982	0.0
5392	16560	0.0
2326	3354	0.0
2958	675	0.0
286	26702	0.0
761	6783	1.0
468	7890	0.0
1158	4434	0.0
387	21549	0.0
20	7789	1.0
27	8227	0.0
2143	4679	0.0
399	1232	0.0
1494	8869	0.0
507	680	1.0
1060	3187	0.0
1731	24040	0.0
990	3228	0.0
689	7312	0.0
1029	17116	0.0
321	6430	0.0
5473	4949	0.0
5030	18225	0.0
2606	14940	0.0
1827	6401	0.0
1330	961	0.0
497	926	0.0
2980	7758	0.0
2545	2791	0.0
891	3500	0.0
2192	1646	0.0
908	12650	0.0
251	6117	0.0
1178	15907	1.0
3051	11570	0.0
2863	11621	0.0
450	7056	0.0
1015	1651	0.0
654	7067	0.0
139	13771	0.0
544	6944	0.0
86	4097	0.0
3177	4787	0.0
2814	9607	0.0
224	452	0.0
309	2429	0.0
3189	1861	0.0
484	5365	1.0
5761	1921	1.0
1879	4372	0.0
1454	3448	0.0
2553	606	0.0
683	2896	0.0
241	888	0.0
1941	8964	0.0
1357	8581	0.0
89	14611	0.0
560	150	0.0
375	2624	0.0
5129	8301	0.0
2970	7276	0.0
795	940	0.0
1626	2877	0.0
6713	12470	0.0
3357	14422	0.0
665	9591	0.0
1624	2323	1.0
2317	12317	0.0
3731	6091	0.0
686	110	0.0
4000	4515	0.0
123	2736	0.0
4000	1006	0.0
741	800	0.0
3308	11789	1.0
689	3303	0.0
2425	12356	1.0
3273	13566	0.0
31	1887	0.0
1950	19235	0.0
1104	14919	0.0
3914	5771	0.0
2662	6199	0.0
184	4073	0.0
3730	10153	0.0
356	12201	0.0
2992	312	0.0
603	3964	0.0
450	2576	0.0
30	5066	0.0
18	16781	0.0
4014	3211	0.0
1768	26612	1.0
250	3224	0.0
1263	3498	0.0
3572	11972	0.0
1816	13693	0.0
3472	5642	1.0
1211	10703	0.0
1843	9390	0.0
3212	1359	0.0
102	18819	0.0
86	2566	0.0
3202	2212	1.0
1967	2948	0.0
5744	3	0.0
4338	4358	0.0
706	1	1.0
874	10082	0.0
2153	11062	0.0
834	3947	0.0
2585	13693	0.0
190	777	0.0
2884	6688	0.0
990	8395	1.0
408	4038	0.0
137	319	0.0
1219	12785	0.0
2506	15965	0.0
3044	5670	0.0
1470	1040	0.0
82	4829	0.0
899	8623	0.0
558	7946	0.0
85	5632	0.0
695	2879	0.0
3010	4384	1.0
406	9193	0.0
64	12606	0.0
135	8779	0.0
148	1408	0.0
891	4037	0.0
1544	4215	0.0
784	7619	0.0
18	16059	0.0
102	5155	0.0
1038	1681	0.0
4555	4994	0.0
291	1635	1.0
113	6003	0.0
2438	9494	0.0
89	15630	0.0
689	16130	0.0
568	4263	1.0
5685	16939	0.0
18	3222	0.0
5736	10442	0.0
992	5963	1.0
1451	1028	0.0
3314	25620	1.0
6132	5791	1.0
6038	1870	0.0
5	7462	0.0
4292	3549	0.0
1133	8940	0.0
1001	2650	0.0
3689	4915	0.0
140	7773	0.0
2817	5882	0.0
5654	10157	1.0
2554	19225	0.0
552	5686	0.0
1010	9916	0.0
3110	13971	0.0
730	9719	0.0
6208	4693	0.0
140	520	0.0
4712	5859	0.0
3867	698	0.0
50	4592	0.0
3532	1646	0.0
1787	3354	0.0
2317	7541	0.0
443	11543	0.0
293	267	0.0
1049	15415	0.0
1898	10778	0.0
4500	20629	0.0
3648	26687	0.0
140	2725	0.0
406	2412	0.0
1637	862	0.0
902	12287	0.0
612	3987	0.0
3479	19123	0.0
4323	9909	0.0
4584	395	0.0
18	2252	0.0
5707	13135	0.0
2925	15103	0.0
1816	21880	0.0
363	888	0.0
1654	5770	0.0
831	1495	0.0
136	5721	0.0
2129	22788	0.0
46	16877	0.0
1136	1142	0.0
1909	7859	1.0
3285	6137	0.0
1629	5577	0.0
610	1657	0.0
406	3843	0.0
440	5978	0.0
853	3684	0.0
1261	5396	0.0
1140	14662	0.0
5514	3467	0.0
35	200	0.0
295	8425	0.0
79	5282	0.0
3139	11030	0.0
5997	9672	0.0
140	4054	0.0
190	20528	0.0
308	25573	0.0
625	4201	1.0
2373	5629	1.0
208	16148	0.0
861	7786	0.0
136	14649	0.0
2425	24131	0.0
1577	2232	0.0
4757	5404	0.0
6126	2277	0.0
409	2623	0.0
4	12415	0.0
5435	2352	0.0
2570	19514	0.0
3182	1349	0.0
2725	1837	0.0
4568	7997	0.0
364	134	0.0
191	3635	0.0
2595	9348	0.5
3764	4323	0.0
295	14975	0.0
5296	6265	0.0
5406	16365	0.0
249	4364	0.0
4641	6772	0.0
6379	3992	0.0
3262	6943	0.0
2009	12461	0.0
3089	21810	0.0
4615	4945	0.0
24	1201	0.0
440	5493	0.0
944	10915	0.0
126	6440	0.0
3261	1570	0.0
1491	6259	1.0
426	3803	0.0
474	526	0.0
779	3882	1.0
408	8016	0.0
2479	14270	1.0
5121	3160	1.0
2247	503	1.0
139	2514	0.0
5234	5906	0.0
1250	2334	0.0
2681	1250	0.0
6684	11374	1.0
476	13389	0.0
5603	1308	0.0
74	1909	0.0
2601	5746	1.0
81	11628	0.0
5519	5785	1.0
47	8880	1.0
362	4727	1.0
1196	10315	0.0
2671	21513	1.0
2577	24556	0.0
6084	2073	0.0
2143	13523	1.0
4595	5562	1.0
4378	20414	0.0
722	8868	0.0
1352	18851	0.0
57	1827	0.0
224	18819	0.0
5	850	0.0
519	1393	0.0
214	11387	0.0
5548	9064	0.0
257	15857	0.0
738	1033	0.0
6793	2250	0.0
4834	10093	0.0
66	20245	0.0
7252	20991	0.0
2702	145	0.0
408	716	0.0
5218	47	0.0
3719	6771	1.0
336	2106	0.0
2657	242	0.5
919	20238	0.0
1008	2699	0.0
4319	2728	1.0
3411	11	1.0
481	10284	0.0
981	7628	0.0
291	16214	0.0
2486	1199	0.0
4661	10319	0.0
98	503	1.0
1761	957	0.0
450	1734	0.0
2169	7968	0.0
655	5537	0.0
3745	17037	0.0
947	2402	0.0
45	5646	0.0
3508	5299	0.0
5365	5156	0.0
2070	4812	0.0
3995	7141	0.0
5084	10899	0.0
5490	4498	0.0
4971	21314	1.0
3534	12882	0.0
4648	12583	0.0
3235	5169	0.0
2081	25878	0.0
291	2281	0.0
208	22958	0.0
2666	4739	0.0
4233	2612	0.0
5643	2734	0.0
1549	789	0.0
1241	2997	1.0
874	5629	1.0
3422	638	0.0
3013	7276	0.0
902	1474	0.0
347	13147	1.0
416	2718	0.0
5783	595	0.0
2734	803	0.0
555	21213	0.0
681	7924	0.0
1941	15333	0.0
63	13491	0.0
7	1247	0.0
5935	20513	0.0
5628	11583	0.0
285	18981	0.0
61	1477	1.0
516	4939	0.0
557	5629	0.0
473	9500	0.0
1148	1595	0.0
724	11863	0.0
3183	1999	1.0
1190	18700	0.0
253	5009	0.0
5221	6333	0.0
2723	2470	0.0
504	4211	0.0
2685	12826	0.0
289	6918	0.0
990	5546	0.0
321	21627	0.0
496	12287	0.0
464	3663	0.0
4591	11559	0.0
131	2286	0.0
2752	416	0.0
14	26111	0.0
677	11458	0.0
4695	3467	0.0
816	4460	0.0
177	875	0.0
1614	5522	0.0
472	4037	0.0
409	20459	0.0
5798	1323	0.0
724	7919	0.0
1605	2284	0.0
148	23855	0.0
80	5062	1.0
4008	2635	0.0
148	629	0.0
544	6742	0.0
507	1866	0.0
898	5802	0.0
841	11321	0.0
1303	2040	1.0
3138	596	0.0
1174	3597	0.0
38	891	0.0
1944	4922	1.0
5907	11774	0.0
3177	10863	0.0
206	19370	0.0
1314	7720	0.0
141	19115	0.0
3410	7026	0.0
293	6736	0.0
1701	3981	0.0
871	5080	0.0
506	2860	1.0
5442	9136	0.0
1155	596	0.0
433	4490	0.0
2387	1449	0.0
698	2013	0.0
1174	3701	0.0
1000	9519	0.0
286	4357	0.0
545	637	0.0
3155	10238	0.0
78	4698	0.0
1039	2647	1.0
4790	1607	0.0
782	2239	0.0
3618	12284	0.0
125	1199	0.0
1194	4832	0.0
45	1599	0.0
764	5681	0.0
1742	450	0.0
1108	4944	0.0
1321	7996	0.0
5201	6426	0.0
1563	5497	0.0
5810	14127	0.0
427	7198	0.0
4311	24321	0.0
35	6	0.0
75	358	1.0
5	3856	0.0
296	3403	0.0
850	584	0.0
3109	2420	1.0
898	10746	0.0
666	9743	0.0
2814	2232	0.0
2153	3140	0.0
3133	1646	0.0
3995	9452	0.0
189	2510	0.0
4298	3605	0.0
2011	1034	0.0
525	1757	0.0
559	14621	0.0
367	18993	0.0
507	4889	0.0
3373	14427	0.0
2139	20892	0.0
4081	12779	1.0
501	21641	0.0
288	10860	0.0
514	5770	0.0
4059	22256	0.0
2295	7916	0.0
195	4246	0.0
707	4162	0.0
779	606	0.0
3220	4665	1.0
208	9841	0.0
1344	4320	0.0
768	7976	0.0
79	2784	0.0
564	3373	0.0
294	742	0.0
1057	3642	0.0
1595	1024	0.0
175	678	0.0
2284	26287	0.0
297	18501	0.0
137	5501	0.0
1608	1101	0.0
287	309	0.0
233	3988	0.0
1768	13603	0.0
89	8844	0.0
3231	935	1.0
3154	7689	0.0
982	4429	0.0
619	5639	0.0
2616	4191	1.0
2788	20188	0.0
148	9858	0.0
2581	5208	0.0
3801	7207	0.0
1681	4888	0.0
516	473	0.0
598	2188	1.0
252	6033	0.0
898	3966	0.0
1847	4344	0.0
139	5716	0.0
3426	7781	0.0
468	807	0.0
1376	3921	0.0
347	7198	0.0
1932	11712	0.0
329	6452	0.0
3089	24984	0.0
1431	11011	0.0
601	5014	0.0
281	5028	0.0
468	10451	0.0
1293	2056	0.0
2602	11701	0.0
589	7287	0.0
989	7641	0.0
175	21815	0.0
1685	6730	0.0
913	3889	0.0
1896	2097	0.0
2019	325	1.0
2404	16741	0.0
2057	6954	1.0
3021	923	1.0
524	314	0.0
1844	5014	0.0
558	2202	0.0
532	1185	0.0
3317	601	0.0
638	6364	0.0
4830	1208	0.0
208	17914	0.0
43	839	0.0
2675	3461	0.0
117	15722	0.0
5898	3042	0.0
2966	4676	1.0
1100	11515	0.0
1140	16388	0.0
2573	5735	0.0
1526	4490	0.0
7100	751	1.0
665	3675	0.0
910	16226	0.0
295	154	0.0
1692	20919	0.0
566	15387	1.0
5066	531	0.0
1032	16725	0.0
347	2132	0.0
4818	17961	0.0
5353	4895	0.0
978	25945	1.0
468	10346	0.0
1001	1914	0.0
3277	6507	0.0
3533	19593	0.0
62	11496	0.0
2458	5466	0.0
237	26722	0.0
48	8678	1.0
4527	11853	0.0
2164	9762	1.0
803	22827	0.0
835	10181	0.0
1012	4043	0.0
1160	12707	1.0
148	10044	0.0
1035	171	0.0
1696	890	0.0
3965	8549	0.0
4264	9671	0.0
1592	7006	0.0
1922	17571	0.0
409	2512	0.0
2735	8471	1.0
79	10525	0.0
3389	24645	0.0
712	11167	0.0
2044	4151	0.0
3721	4221	0.0
2986	4417	0.0
906	2085	0.0
165	5165	0.0
2962	8611	1.0
438	1245	0.0
388	22631	0.0
562	14597	0.0
2211	776	0.0
693	1098	0.0
1004	3639	0.0
6497	27021	0.0
638	309	0.0
4868	6389	0.0
1474	4212	0.0
840	5187	0.0
1510	6589	0.0
2435	16208	0.0
595	1479	0.0
390	8308	0.0
449	4588	0.0
1880	2214	1.0
1241	5646	0.0
605	1129	0.0
2	2969	0.0
208	9544	0.0
3279	1487	0.0
1041	4434	0.0
2839	378	0.0
247	9908	0.5
468	4180	0.0
779	4636	0.0
2070	24868	0.0
168	22494	0.0
719	11598	0.0
1518	4083	1.0
321	6966	0.0
120	4827	0.0
596	10869	0.0
1366	14132	0.0
2444	12901	0.0
759	4326	0.0
624	406	0.0
3008	7493	0.0
82	11346	1.0
541	7913	0.0
1424	16969	1.0
6350	10592	0.0
1837	17252	0.0
4178	22464	0.0
2227	102	0.0
85	10960	0.0
421	2132	0.0
4655	20870	0.0
2613	1485	0.0
4073	16060	0.0
165	8796	0.0
2595	4148	0.0
136	16706	0.0
2842	688	0.0
2236	19796	0.0
3082	10369	0.0
7018	449	1.0
314	519	0.0
49	11885	0.0
1580	6525	1.0
438	4432	0.0
1754	9824	0.0
841	10789	0.0
1019	2176	0.0
4161	9757	0.0
409	4162	0.0
999	5567	0.0
2796	2215	0.0
1568	7394	0.0
699	3100	0.0
4833	3638	0.0
347	7824	0.0
6125	7094	0.0
2805	4566	0.0
182	13577	0.0
2169	9743	0.0
1001	8104	0.0
5523	1902	0.0
1067	3080	0.0
1292	812	0.0
195	3110	0.0
3042	19211	0.0
6064	11420	0.0
437	479	0.0
2720	13305	0.0
3903	975	0.0
1561	11068	0.0
1599	8471	1.0
3338	2204	1.0
999	4720	0.0
1865	6086	0.0
1741	10743	0.0
553	6	0.0
658	14523	0.0
7409	13425	0.0
329	11033	0.0
378	14860	0.0
1537	2611	0.0
625	10787	0.0
1110	1070	0.0
879	14267	0.0
4557	8631	0.0
1685	2000	0.0
4920	18422	1.0
835	1003	0.0
4085	11400	0.0
154	4771	0.0
208	495	0.0
221	9096	0.0
102	1115	0.0
750	14819	0.0
277	1806	0.0
80	80	0.0
102	10691	0.0
108	556	0.0
1049	8774	0.0
6925	4340	0.0
7366	22929	0.0
3484	1695	0.0
2533	4683	0.0
3083	23750	0.0
1393	10976	0.0
584	1744	0.0
1032	19271	0.0
47	939	0.0
208	3418	0.0
880	3432	0.0
102	1759	0.0
347	2137	0.0
715	7493	0.0
5243	2821	1.0
911	2142	0.0
3311	5785	0.0
505	1485	0.0
86	2176	0.0
4176	19433	1.0
35	732	0.0
102	14156	0.0
153	5829	0.0
3411	2609	0.0
1911	11203	0.0
452	183	0.0
2867	4948	1.0
768	6648	0.0
1714	6253	0.0
1628	776	0.0
201	9921	0.0
80	15721	0.0
1001	3340	0.0
156	17630	0.0
77	15107	1.0
797	696	0.0
291	12785	0.0
497	399	0.0
2558	1951	0.0
5739	24325	0.0
52	4496	0.0
2460	123	0.0
1692	3403	0.0
532	5729	0.0
1302	6209	0.0
561	5003	0.0
1299	4821	0.0
45	20193	0.0
1308	8203	0.0
1060	1701	0.0
336	18022	0.0
3095	17858	0.0
79	4375	0.0
127	10251	0.0
549	9388	0.0
5840	6366	0.0
3661	8147	0.0
1614	691	0.0
787	3432	0.0
1683	3101	0.0
4358	19593	0.0
367	15251	0.0
1019	4299	0.0
3102	13520	0.0
159	6714	0.0
230	11445	0.0
80	3488	0.0
725	2834	0.0
2063	58	1.0
1003	10530	0.0
4647	14136	0.0
4668	3685	0.0
308	22047	0.0
296	6138	0.0
4215	5230	0.0
5800	2913	0.0
366	18993	0.0
3801	9798	1.0
2527	70	1.0
217	6029	0.0
6280	12243	0.0
932	3820	0.0
2320	5952	0.0
1028	6401	0.0
3536	17969	0.0
136	9353	0.0
1402	4578	1.0
396	3925	0.0
519	1168	0.0
1657	9839	0.0
1637	8939	0.0
2207	11276	0.0
2186	12415	0.0
4166	1978	0.0
4782	3035	0.0
4622	15688	1.0
3966	15085	0.0
2995	1153	1.0
291	1456	0.0
2227	6929	0.0
128	6269	0.0
1726	4012	0.0
2832	9445	0.0
5020	2803	0.0
2882	15349	0.0
1383	17500	0.0
2097	1132	0.0
2077	14111	1.0
264	17538	0.0
3531	4711	0.0
701	4465	0.0
3956	772	0.0
1422	26132	0.0
12	5616	0.0
3876	2210	0.0
58	6887	0.0
5836	5213	1.0
990	591	1.0
4383	14399	0.0
2580	15562	0.0
18	4931	0.0
7091	9605	0.0
929	1480	0.0
363	680	1.0
2561	3998	0.0
2128	135	0.0
2554	1658	1.0
293	5930	0.0
409	3540	0.0
4045	2250	0.0
1075	25696	0.0
3988	15241	0.0
2940	3083	0.0
7625	6887	1.0
433	3601	1.0
1110	1230	0.0
542	2550	0.0
1297	14116	0.0
118	13488	0.0
1213	5940	1.0
507	12992	0.0
2443	649	0.0
3555	12486	0.0
518	7137	0.0
984	8017	0.0
104	4372	0.0
4225	7272	0.0
211	3351	1.0
6053	14984	0.0
3123	16944	0.0
2993	12862	0.0
4953	6953	1.0
316	688	0.0
242	9450	0.0
1079	1998	0.0
293	7183	0.0
129	2154	0.0
1932	550	0.0
1044	2843	0.0
127	7171	0.0
2621	5728	0.0
2021	2376	0.0
2139	16692	0.0
1328	2228	0.0
4007	14693	0.0
460	9970	0.0
1261	8078	0.0
921	17982	0.0
468	6971	0.0
497	1998	0.0
6275	2744	0.0
2227	12826	0.0
2538	2040	0.0
2817	721	0.0
1350	4059	0.0
270	2570	0.0
1036	11627	0.0
99	9096	1.0
2042	7751	0.0
4233	12860	0.0
1082	18762	0.0
3773	91	0.0
819	3958	0.0
433	753	0.0
26	12146	1.0
1397	1255	1.0
473	2563	0.0
768	6865	0.0
433	986	0.0
5463	8528	0.0
2298	4599	0.0
663	8777	1.0
7283	1356	1.0
561	2713	0.0
5260	11240	0.0
1965	1529	0.0
365	6317	0.0
1637	10625	0.0
504	20038	0.0
1285	2649	0.0
1805	1953	1.0
5550	1959	0.0
2018	8937	0.0
1229	6413	0.0
24	4164	0.0
1786	2615	0.0
250	5978	0.0
1701	811	0.0
3247	10219	0.0
691	2370	0.0
2653	9357	0.0
28	1585	0.0
2094	3452	0.0
3292	214	0.0
3373	1088	0.0
678	9387	1.0
1954	1652	1.0
990	18862	0.0
24	8632	0.0
4840	1191	1.0
1321	4674	0.0
1730	10213	1.0
2418	4959	0.0
252	20959	0.0
6774	14263	0.0
108	11592	0.0
291	14764	0.0
2060	20326	0.0
3370	4351	0.0
680	11064	0.0
1855	1287	1.0
559	13296	0.0
372	10368	0.0
1925	1781	0.0
31	167	0.0
6593	630	0.0
1049	45	0.0
581	15750	0.0
1013	8	0.0
3714	2677	0.0
293	13	0.0
5303	13658	1.0
4635	978	0.0
1228	13709	0.0
3654	9572	0.0
1802	1611	0.0
321	5809	0.0
6580	138	0.0
3444	7116	0.0
3492	2682	0.0
713	12533	0.0
1531	7053	0.0
321	2836	0.0
1492	996	1.0
195	1411	0.0
3713	23054	0.0
2979	4862	0.0
315	2877	0.0
1009	2550	0.0
62	7229	0.0
310	10089	0.0
208	7542	0.0
1110	5092	0.0
804	16726	0.0
4937	1345	0.0
3343	386	0.0
5909	20031	0.0
4504	4226	0.0
3695	5635	0.0
1509	10149	0.0
7056	15380	0.0
1446	15963	0.0
1309	9848	0.0
524	3548	0.0
3254	4152	0.0
2332	6090	0.0
2270	3846	0.0
1219	843	0.0
347	1353	0.0
4008	4944	0.0
3220	17887	0.0
311	26696	0.0
3663	7764	0.0
585	782	0.0
2901	10693	1.0
872	4390	0.0
1052	6182	0.0
2363	5302	0.0
189	800	1.0
1979	7955	0.0
3878	11412	0.0
5919	11344	1.0
2449	22065	0.0
825	12720	0.0
840	11962	0.0
4462	8230	0.0
2879	3817	0.0
673	4518	0.0
2099	21823	0.0
4755	16172	0.0
175	933	0.0
642	704	1.0
621	15340	0.0
4588	8405	1.0
6593	1101	0.0
624	1460	0.0
1613	11937	0.0
62	11838	0.0
4804	1820	0.0
1376	1308	0.0
3287	1252	0.0
1645	441	0.0
3196	4821	0.0
4982	451	0.0
5965	242	0.0
2059	16090	0.0
2021	12973	0.0
1541	9662	0.0
1082	7686	0.0
4253	1129	1.0
416	3024	0.0
559	6313	0.0
4665	1457	0.0
665	2137	0.0
6325	15928	0.0
4180	12965	0.0
3783	8743	0.0
1496	8227	0.0
1235	1881	0.0
6754	201	0.0
536	5001	0.0
3599	1744	0.0
596	7444	0.0
3172	5785	1.0
3638	2993	0.0
2636	3830	0.0
2268	17248	0.0
1457	3267	0.0
4614	5928	0.0
172	1701	0.0
673	19097	0.0
1198	1035	0.0
233	62	0.0
3508	6517	0.0
165	3567	0.0
432	290	1.0
789	17089	0.0
2832	9358	1.0
125	10596	0.0
1747	7001	0.0
560	31	0.0
924	2357	0.0
1985	4004	1.0
1937	1946	0.0
250	3901	0.0
4078	20	1.0
2720	4074	0.0
4050	10548	0.0
151	2249	0.0
1974	1720	0.0
2610	4225	0.0
443	3882	0.0
875	20142	0.0
101	12649	1.0
5025	1229	0.0
808	23962	0.0
3714	3689	0.0
5809	8084	1.0
5273	8791	1.0
2089	1107	0.0
229	1152	0.0
689	307	0.0
637	5681	0.0
3422	2721	0.0
978	1343	0.0
1941	5197	0.0
4330	19873	0.0
4206	17570	0.0
721	6010	0.0
1218	13377	0.0
643	5937	0.0
2914	291	0.0
2183	15274	0.0
3111	2455	0.0
4555	670	1.0
4179	18372	1.0
1257	11615	0.0
554	6039	0.0
117	83	0.0
5547	2815	0.0
2474	3593	0.0
224	11963	0.0
621	10789	0.0
955	22843	0.0
281	9650	0.0
353	19000	0.0
2281	4371	0.0
2952	12068	0.0
1157	4802	0.0
7356	16565	0.0
308	25547	0.0
2619	7570	0.0
2354	5461	0.0
254	16103	0.0
624	748	0.0
206	5032	1.0
1348	12102	0.0
2607	3787	0.0
3025	4536	0.0
1747	10154	0.0
3082	2949	1.0
2375	9075	0.0
2714	174	0.0
1824	12412	0.0
902	887	0.0
416	3634	1.0
389	5068	0.0
5112	12804	0.0
983	12863	0.0
1628	5473	0.0
1707	7702	0.0
2561	10296	0.0
5270	4513	0.0
1083	2275	0.0
1028	7104	0.0
689	3567	0.0
79	1601	0.0
113	7606	1.0
389	2980	0.0
3439	1323	1.0
4633	9209	0.0
245	3821	1.0
1262	3358	0.0
175	12240	0.0
4430	12026	0.0
108	13898	0.0
610	378	0.0
1077	4358	0.0
3783	1292	1.0
329	6653	0.0
473	9100	0.0
293	7104	0.0
1350	15057	0.0
3910	18676	1.0
528	4476	0.0
318	17745	0.0
4729	1958	0.0
893	9565	0.0
624	6049	0.0
1608	17769	0.0
4430	10197	0.0
2513	27	0.0
282	16381	0.0
608	21677	0.0
2229	11788	0.0
4229	24547	0.0
443	7053	0.0
2297	17685	0.0
3810	11789	0.0
1161	5987	0.0
2434	13577	0.0
102	19789	0.0
3461	11811	0.0
1576	980	0.0
786	7005	1.0
637	4907	0.0
451	15815	0.0
6169	8219	0.0
1978	1369	0.0
2056	776	0.0
5041	1062	1.0
2153	850	0.0
29	4312	1.0
1083	5390	0.0
2818	23654	0.0
810	9003	0.0
578	33	0.0
175	3761	0.0
784	5493	1.0
1735	18367	0.0
798	2289	0.0
853	289	0.0
2177	15666	0.0
363	11458	0.0
1228	10710	0.0
908	17161	0.0
1718	9179	0.0
1290	5055	0.0
28	5498	0.0
3703	1172	0.0
2883	4575	0.0
1501	5218	1.0
552	8991	0.0
4489	4139	0.0
628	10716	0.0
2048	8468	0.0
18	5887	0.0
5324	4996	0.0
1690	7582	0.0
2890	5157	0.0
304	7057	1.0
3328	1005	0.0
97	13091	0.0
952	2288	0.0
761	2242	0.0
5801	9137	0.0
357	13656	0.0
80	3925	0.0
7059	12054	0.0
979	4165	0.0
689	11277	0.0
2857	4641	0.0
4059	529	0.0
1095	4463	0.0
365	723	0.0
856	4225	0.0
913	146	0.0
840	4754	0.0
151	3271	0.0
347	3634	0.0
468	3666	0.0
3646	4668	0.0
88	89	0.0
1881	450	0.0
623	7361	0.0
2621	19168	0.0
6616	1	0.0
2419	778	1.0
6649	4931	1.0
968	3091	0.0
515	23569	0.0
1347	6391	0.0
1541	36	1.0
1196	5051	0.0
4600	2792	0.0
1702	244	0.0
320	526	0.0
4450	4187	0.0
50	4065	0.0
497	10804	0.0
2831	1006	0.0
3972	2928	0.0
4549	9382	0.0
4500	4973	0.0
945	11502	0.0
443	6988	0.0
4447	8118	0.0
2227	1820	0.0
3190	14902	0.0
1891	7172	0.0
1741	17176	0.0
3527	4072	0.0
255	758	0.0
2106	4582	0.0
468	4028	0.0
4273	6910	0.0
578	6401	0.0
1364	339	0.0
2143	4201	0.0
794	3929	0.0
12	20204	0.0
712	8415	0.0
6207	7207	1.0
443	4829	0.0
2018	4383	0.0
90	24310	0.0
3876	5208	0.0
85	12903	0.0
5264	3682	1.0
239	24789	0.0
573	1034	0.0
2357	126	0.5
125	4632	0.0
438	9135	0.0
61	3457	0.0
2281	13187	0.0
1766	528	0.0
1767	19564	0.0
64	13096	0.0
177	17623	0.0
799	9503	0.0
694	7205	0.0
2486	6937	0.0
79	12354	0.0
5312	20784	0.0
1483	8034	0.0
195	5687	0.0
1383	2214	0.0
1910	4708	0.0
447	1986	0.0
564	2987	0.0
4833	10607	0.0
5703	776	0.0
226	10410	0.0
1357	14651	0.0
2534	1911	0.0
1909	392	0.0
295	1403	0.0
1430	25570	0.0
47	2725	0.0
2193	19967	0.0
1312	12970	0.0
637	3013	0.0
883	10618	0.0
1106	2570	0.0
18	7845	0.0
512	6253	0.0
3327	15667	0.0
4402	7545	0.0
4633	8385	0.0
1476	2809	0.0
5701	5820	0.0
2940	7666	0.0
2994	12030	0.0
250	13399	0.0
932	3333	0.0
2114	1116	0.0
4349	14759	0.0
968	16352	0.0
4217	574	0.0
4416	3146	0.0
505	16615	0.0
4316	23740	0.0
1217	2721	0.0
837	80	0.0
476	6988	0.0
375	706	0.0
66	17540	0.0
152	10867	0.0
994	57	0.0
5323	17504	0.0
698	7091	0.0
1787	56	0.0
5303	262	0.0
945	5193	0.0
2180	3939	0.0
2283	14418	0.0
4690	2789	0.0
675	4082	0.0
639	4303	0.0
1766	777	0.0
414	2778	0.0
881	12709	0.0
221	3111	0.0
782	3471	0.0
1155	4926	0.0
2569	6094	0.0
61	9519	0.0
4091	4064	0.0
219	6018	0.0
3232	2297	0.0
1032	19772	0.0
1367	12071	0.0
1062	362	0.0
3185	2041	0.0
564	172	0.0
802	5319	1.0
39	5335	0.0
625	11192	0.0
336	309	0.0
4469	1407	0.0
2573	4630	0.0
791	2788	0.0
1148	3501	0.0
515	10298	0.0
439	4434	0.0
1396	2225	0.0
2361	849	0.0
47	9154	0.0
2613	6983	0.0
3614	5120	1.0
1336	5953	0.0
1263	862	0.0
408	2987	0.0
6876	8259	1.0
45	1571	0.0
2817	233	0.0
3419	4942	0.0
452	2528	0.0
2172	4370	0.0
165	3675	0.0
3057	19489	0.0
3274	12707	0.0
665	3956	0.0
448	3027	0.0
1650	18072	0.0
4678	18396	0.0
2279	8250	0.0
181	5824	0.0
869	4018	0.0
1837	11943	0.0
642	3130	0.0
320	447	0.0
563	24489	0.0
